File Path,File Name,LOC Java (including doc comments),LOC Java (excluding doc comments),No. of classes,No. of methods,Java code parsing time (seconds),AST to AST translation time (seconds),Memory usage (MB), Fail %,AST to Solidity code generation time (seconds),Memory usage (MB),LOC Solidity (including comments),LOC Solidity (excluding comments)
/Users/jhanic/Desktop/JAVA_TO_SOLIDITY-master/demo_samples/bubble_sort.java,bubble_sort.java,24,22,1,2,0.11,0.04,10.82,0.00,0.01,13.62,39,37
